2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;356058037844121
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;356058037844121
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;A0000023BC9E94
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01109848755
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01206149943
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01206150264
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01206157797
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01210375256
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01210377515
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01210379062
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01210379424
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01210380255
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01210847356
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01210850932
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01211227392
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212508163
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212508166
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212508189
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212508332
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212514078
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212517153
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212517159
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212517206
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212517337
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212517359
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01212517368
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;012160008398503
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;012418007394554
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01414835861
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01415376197
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01415925387
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01415925716
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01415926835
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01415927635
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01415929010
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01415932790
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01415954274
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501868538
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501871992
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501872508
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501874458
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501876941
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501876981
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501876988
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501876994
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501878379
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501878414
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501878417
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501878421
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501878432
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501878435
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501878515
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882247
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882313
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882315
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882330
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882331
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882334
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882335
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882339
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882340
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882342
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882364
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882369
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882372
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882380
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882384
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882395
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882401
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882456
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882457
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882463
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01501882467
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01503057355
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01503059648
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01503066605
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01503077068
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504589267
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504589441
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504590518
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504593505
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504593530
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504595875
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504595876
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504595879
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01504609199
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01505139602
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01505140152
2011-08-03 15:41:10;Goldiex;WO1002;;SKU;1;WAC;01505140155
